Absolute performance profile for SolverTime
Filter: time >= 10.0 by at least one solver and no fail for all solvers
            SHOTcq0  SHOTcq1  SHOTcq2  SHOThq0  SHOThq1  SHOThq2  baron  scip  virt. best  virt. worst
272.716421        6       12       19       12       14       19     20    15          23            3
273.347519        6       12       19       12       14       19     20    15          23            3
273.978617        6       12       19       12       14       19     20    15          23            3
274.609715        6       12       19       12       14       19     20    15          23            3
275.240814        6       12       19       12       14       19     20    15          23            3
275.871912        6       12       19       12       14       19     20    15          23            3
276.503010        6       12       19       12       14       19     20    15          23            3
277.134108        6       12       19       12       14       19     20    15          23            3
277.765206        6       12       19       12       14       19     20    15          23            3
278.396305        6       12       19       12       14       19     20    15          23            3
279.027403        6       12       19       12       14       19     20    15          23            3
279.658501        6       12       19       12       14       19     20    15          23            3
280.289599        6       12       19       12       14       19     20    15          23            3
280.920697        6       12       19       12       14       19     20    15          23            3
281.551796        6       12       19       12       14       19     20    15          23            3
282.182894        6       12       19       12       14       19     20    15          23            3
282.813992        6       12       19       12       14       19     20    15          23            3
283.445090        6       12       19       12       14       19     20    15          23            3
284.076188        6       12       19       12       14       19     20    15          23            3
284.707287        6       12       19       12       14       19     20    15          23            3
285.338385        6       12       19       12       14       19     20    15          23            3
285.969483        6       12       19       12       14       19     20    15          23            3
286.600581        6       12       19       12       14       19     20    15          23            3
287.231679        6       12       19       12       14       19     20    15          23            3
287.862778        6       12       19       12       14       19     20    15          23            3
288.493876        6       12       19       12       14       19     20    15          23            3
289.124974        6       12       19       12       14       19     20    15          23            3
289.756072        6       12       19       12       14       19     20    15          23            3
290.387170        6       12       19       12       14       19     20    15          23            3
291.018269        6       12       19       12       14       19     20    15          23            3
291.649367        6       12       19       12       14       19     20    15          23            3
292.280465        6       12       19       12       14       19     20    15          23            3
292.911563        6       12       19       12       14       19     20    15          23            3
293.542661        6       12       19       12       14       19     20    15          23            3
294.173760        6       12       19       12       14       19     20    15          23            3
294.804858        6       12       19       12       14       19     20    15          23            3
295.435956        6       12       19       12       14       19     20    15          23            3
296.067054        6       12       19       12       14       19     20    15          23            3
296.698152        6       12       19       12       14       19     20    15          23            3
297.329251        6       12       19       12       14       19     20    15          23            3
297.960349        6       12       19       12       14       19     20    15          23            3
298.591447        6       12       19       12       14       19     20    15          23            3
299.222545        6       12       19       12       14       19     20    15          23            3
299.853643        6       12       19       12       14       19     20    15          23            3
300.484741       22       17       22       27       27       27     20    15          27           10
301.115840       23       21       22       27       27       27     20    15          27           10
301.746938       24       23       23       27       27       27     20    15          27           13
302.378036       24       23       23       27       27       27     20    15          27           13
303.009134       24       23       24       27       27       27     20    15          27           13
303.640232       24       23       24       27       27       27     20    15          27           13
304.271331       24       24       24       27       27       27     20    15          27           13
304.902429       25       25       24       27       27       27     20    15          27           15
305.533527       25       25       25       27       27       27     20    15          27           15
306.164625       25       25       25       27       27       27     20    15          27           15
306.795723       25       25       26       27       27       27     20    15          27           15
307.426822       25       25       26       27       27       27     20    15          27           15
308.057920       25       25       26       27       27       27     20    15          27           15
308.689018       25       26       26       27       27       27     20    15          27           15
309.320116       25       26       26       27       27       27     20    15          27           15
309.951214       25       26       27       27       27       27     20    15          27           15
310.582313       25       26       27       27       27       27     24    24          27           22
311.213411       25       26       27       27       27       27     25    25          27           23
311.844509       25       27       27       27       27       27     27    27          27           25
312.475607       25       27       27       27       27       27     27    27          27           25
313.106705       25       27       27       27       27       27     27    27          27           25
313.737804       25       27       27       27       27       27     27    27          27           25
314.368902       25       27       27       27       27       27     27    27          27           25
315.000000       27       27       27       27       27       27     27    27          27           27
